0	319.785
1	319.787
2	319.791
3	319.797
4	319.805
5	319.813
6	319.823
7	319.833
8	319.845
9	319.856
10	319.868
11	319.88
12	319.892
13	319.905
14	319.917
15	319.93
16	319.943
17	319.956
18	319.969
19	319.981
20	319.995
21	320.008
22	320.02
23	320.033
24	320.046
25	320.059
26	320.072
27	320.085
28	320.098
29	320.111
30	320.124
31	320.137
32	320.151
33	320.164
34	320.177
35	320.19
36	320.204
37	320.218
38	320.231
39	320.245
40	320.259
41	320.273
42	320.287
43	320.302
44	320.317
45	320.331
46	320.346
47	320.361
48	320.377
49	320.393
50	320.408
51	320.425
52	320.442
53	320.458
54	320.475
55	320.493
56	320.512
57	320.53
58	320.549
59	320.569
60	320.59
61	320.611
62	320.632
63	320.654
64	320.678
65	320.702
66	320.727
67	320.753
68	320.781
69	320.809
70	320.838
71	320.869
72	320.902
73	320.934
74	320.967
75	321.001
76	321.036
77	321.071
78	321.106
79	321.141
80	321.176
81	321.211
82	321.245
83	321.28
84	321.315
85	321.349
86	321.382
87	321.414
88	321.446
89	321.478
90	321.508
91	321.539
92	321.57
93	321.602
94	321.633
95	321.666
96	321.701
97	321.737
98	321.775
99	321.817
100	321.863
101	321.913
102	321.969
103	322.034
104	322.108
105	322.192
106	322.289
107	322.407
108	322.55
109	322.723
110	322.946
111	323.251
112	323.663
113	323.995
114	324.281
115	324.568
116	324.889
117	325.122
118	325.284
119	325.397
120	325.476
121	325.525
122	325.541
123	325.525
124	325.476
125	325.387
126	325.234
127	324.984
128	324.61
129	324.364
130	324.218
131	324.142
132	324.111
133	324.116
134	324.16
135	324.243
136	324.362
137	324.516
138	324.715
139	324.975
140	325.296
141	325.677
142	326.147
143	326.744
144	327.487
145	328.413
146	329.653
147	331.402
148	333.816
149	335.637
150	337.048
151	338.281
152	339.498
153	340.42
154	341.104
155	341.629
156	342.052
157	342.385
158	342.631
159	342.81
160	342.94
161	343.021
162	343.049
163	343.027
164	342.962
165	342.855
166	342.696
167	342.473
168	342.187
169	341.839
170	341.405
171	340.848
172	340.155
173	339.298
174	338.167
175	336.597
176	334.46
177	332.727
178	331.214
179	329.678
180	327.943
181	326.64
182	325.676
183	324.924
184	324.299
185	323.784
186	323.367
187	323.016
188	322.71
189	322.45
190	322.235
191	322.049
192	321.883
193	321.741
194	321.619
195	321.512
196	321.414
197	321.327
198	321.252
199	321.183
200	321.119
201	321.061
202	321.01
203	320.962
204	320.916
205	320.874
206	320.835
207	320.799
208	320.764
209	320.731
210	320.7
211	320.67
212	320.642
213	320.614
214	320.589
215	320.564
216	320.539
217	320.516
218	320.494
219	320.472
220	320.45
221	320.429
222	320.409
223	320.39
224	320.37
225	320.351
226	320.333
227	320.315
228	320.296
229	320.279
230	320.262
231	320.245
232	320.228
233	320.211
234	320.195
235	320.179
236	320.163
237	320.147
238	320.132
239	320.116
240	320.101
241	320.086
242	320.071
243	320.057
244	320.042
245	320.028
246	320.015
247	320.002
248	319.99
249	319.978
250	319.968
251	319.958
252	319.95
253	319.943
254	319.939
255	319.937
256	319.785
257	319.787
258	319.791
259	319.797
260	319.805
261	319.813
262	319.823
263	319.833
264	319.844
265	319.856
266	319.867
267	319.88
268	319.892
269	319.905
270	319.917
271	319.93
272	319.943
273	319.956
274	319.969
275	319.981
276	319.995
277	320.008
278	320.02
279	320.033
280	320.046
281	320.059
282	320.072
283	320.085
284	320.098
285	320.112
286	320.124
287	320.137
288	320.151
289	320.164
290	320.177
291	320.191
292	320.205
293	320.218
294	320.232
295	320.245
296	320.26
297	320.274
298	320.288
299	320.302
300	320.317
301	320.332
302	320.347
303	320.362
304	320.378
305	320.394
306	320.409
307	320.426
308	320.443
309	320.46
310	320.477
311	320.494
312	320.513
313	320.532
314	320.551
315	320.57
316	320.591
317	320.612
318	320.634
319	320.656
320	320.68
321	320.704
322	320.729
323	320.756
324	320.784
325	320.812
326	320.842
327	320.873
328	320.906
329	320.939
330	320.973
331	321.008
332	321.043
333	321.079
334	321.115
335	321.151
336	321.187
337	321.222
338	321.257
339	321.293
340	321.329
341	321.363
342	321.396
343	321.428
344	321.461
345	321.493
346	321.523
347	321.554
348	321.586
349	321.617
350	321.649
351	321.682
352	321.717
353	321.753
354	321.791
355	321.833
356	321.879
357	321.929
358	321.984
359	322.049
360	322.123
361	322.206
362	322.303
363	322.421
364	322.564
365	322.735
366	322.958
367	323.262
368	323.674
369	324.005
370	324.29
371	324.576
372	324.897
373	325.129
374	325.291
375	325.403
376	325.482
377	325.531
378	325.547
379	325.531
380	325.482
381	325.393
382	325.24
383	324.991
384	324.617
385	324.371
386	324.226
387	324.15
388	324.119
389	324.124
390	324.167
391	324.25
392	324.369
393	324.522
394	324.721
395	324.98
396	325.3
397	325.68
398	326.147
399	326.742
400	327.483
401	328.407
402	329.644
403	331.389
404	333.799
405	335.616
406	337.024
407	338.253
408	339.467
409	340.387
410	341.068
411	341.591
412	342.013
413	342.344
414	342.59
415	342.768
416	342.897
417	342.977
418	343.005
419	342.983
420	342.918
421	342.811
422	342.652
423	342.43
424	342.144
425	341.798
426	341.364
427	340.809
428	340.118
429	339.263
430	338.135
431	336.567
432	334.434
433	332.704
434	331.195
435	329.661
436	327.929
437	326.629
438	325.668
439	324.917
440	324.294
441	323.78
442	323.364
443	323.014
444	322.709
445	322.449
446	322.235
447	322.049
448	321.884
449	321.741
450	321.62
451	321.513
452	321.415
453	321.328
454	321.253
455	321.184
456	321.12
457	321.063
458	321.011
459	320.963
460	320.917
461	320.875
462	320.837
463	320.8
